ltable_id,rtable_id,label
1297,20129,0
519,15622,0
2282,32114,0
2055,37628,0
2358,12684,1
1334,10773,1
2208,6890,0
2385,1869,0
1411,32473,1
454,6555,0
2037,37752,1
720,33680,1
399,54465,1
2466,37915,0
42,32584,0
351,63164,0
56,1980,0
1827,42156,0
238,22920,0
2096,28522,0
404,56223,0
1397,8806,0
197,4547,0
2466,48536,0
1925,34930,0
1829,37039,0
44,32403,0
2578,17236,0
1912,12598,0
1440,41792,0
1625,1360,0
842,30836,0
772,38426,1
2588,33729,0
647,32134,0
2368,63943,1
1468,28275,0
1986,54237,0
528,45945,0
1578,5970,0
1213,39054,0
1431,60710,0
1082,63588,0
527,37080,0
1826,49267,0
2330,58481,0
1587,9606,0
1396,713,1
2295,25749,0
1375,36091,0
1172,12297,0
704,32776,1
1153,34639,0
2552,50869,0
2256,17194,0
2418,37662,0
562,19262,0
132,55610,0
2349,39736,1
1966,23369,0
1953,9393,0
2030,32287,0
797,3128,1
1876,22693,0
76,3858,0
2606,63261,0
390,6259,0
772,36140,0
1901,9132,0
263,2657,1
1749,46640,0
1953,7046,0
1012,39932,0
1816,16499,0
2168,55061,0
570,8304,0
40,15796,0
971,26570,0
549,630,0
2269,27481,0
253,17892,0
1700,32904,0
546,62331,1
736,9099,0
900,5637,0
2272,23822,0
2001,39079,0
2300,53378,0
2103,5017,0
1397,2113,0
2492,14605,0
628,25469,0
1455,26774,0
1367,13063,1
2275,44328,0
1573,51583,0
2332,2139,0
2565,13096,0
1975,59206,0
2468,44025,0
1348,20418,0
19,32587,0
61,32414,0
677,61633,0
2564,12109,0
2588,34733,0
277,63588,0
1855,44213,0
1920,29964,0
1212,31401,0
2220,18855,0
695,50972,1
246,39009,0
1608,6235,1
1833,58802,1
1561,31815,0
1543,1459,0
2294,34997,0
302,6454,1
1439,42439,0
2173,13679,0
1239,42782,0
77,52161,0
2108,43717,0
2328,31691,0
2222,30949,0
562,32963,0
2255,40688,0
1680,62891,0
2232,52152,0
1192,59029,0
2500,8159,0
1792,61683,0
1465,11426,0
603,57454,0
2355,4540,0
2321,37458,1
90,57583,0
771,42156,0
1960,28942,0
2506,43933,0
2338,6890,0
2005,58415,0
156,6899,0
632,4615,0
280,50005,0
77,26914,0
2513,36355,0
1749,36509,0
1849,22463,1
1439,19951,0
842,29825,0
901,15551,0
2338,36236,0
713,17835,0
1872,58622,0
1049,19411,0
1664,57313,0
976,44494,1
1998,46108,0
2436,61835,1
1845,27639,0
432,22470,1
1673,8098,0
1205,14294,1
1815,26107,0
534,16311,0
1899,50779,0
1923,13622,1
815,18149,1
612,61022,0
418,11014,0
1826,7559,0
2383,5159,0
1525,38987,1
2506,47615,0
2289,49490,0
1770,31541,0
182,14217,0
1127,41920,0
1396,7397,0
26,53780,1
2596,17592,1
1221,9462,0
787,23049,0
1561,23825,0
189,44226,0
1794,1043,0
2558,60715,0
2027,9728,0
562,18926,0
1529,7564,0
2560,57138,0
1986,14535,0
5,17787,0
2538,28791,0
2468,56612,0
1096,1852,0
2280,35760,0
519,13705,0
2301,52265,1
1397,5987,0
913,50105,1
1826,57378,0
1419,51630,0
229,31280,0
2094,28022,0
1510,3053,0
1480,8017,0
1840,20243,0
1693,58163,1
1186,4591,0
1010,29277,0
818,25761,0
2341,11482,1
528,47930,0
1104,44246,1
1957,6958,0
1264,13738,0
140,63364,0
887,6494,0
229,34372,0
916,45945,0
2515,4193,0
658,42283,0
1394,45949,0
2330,6003,0
4,50546,0
761,58756,0
2029,26483,0
986,38853,0
2036,40109,0
167,4991,0
425,50551,0
2249,41320,0
1692,59925,0
600,6681,0
859,38846,0
288,3191,0
771,29979,0
219,44226,0
1216,8372,0
2257,26806,0
488,4575,0
713,11839,0
1846,1844,0
1794,52821,0
1498,28915,0
1985,41766,1
2328,52647,0
2310,40729,0
1845,4202,0
776,57451,0
1491,23214,0
1842,7373,0
267,29717,0
2166,20353,0
1247,12344,0
2483,7916,0
954,25814,0
604,31322,0
362,51537,1
1376,49864,1
1815,24667,0
618,18621,0
1464,52471,0
183,30056,0
1221,47486,0
741,50887,0
196,46744,1
647,48006,0
1860,13793,0
365,61463,0
625,23547,0
1185,39418,0
1361,5221,0
1698,15801,0
1698,7268,0
562,52821,0
488,8129,0
1968,46798,0
2559,32745,0
2249,56484,0
2565,15695,0
982,41489,0
1431,42998,0
659,13025,0
1913,54419,0
1146,31823,0
1962,8774,0
1871,14016,1
2017,52320,1
1341,31949,1
2001,23049,0
393,42156,0
810,35035,0
2294,34340,0
2295,33542,0
885,52662,0
1030,27870,1
2265,17274,0
1375,12732,0
1053,21004,0
277,50162,0
1180,38523,0
477,44766,0
2458,46644,1
1176,21730,1
1432,14642,0
882,45582,0
750,23036,0
931,39363,0
631,31232,0
677,43824,0
858,35803,0
1842,37494,0
406,21327,0
1012,60412,0
944,17775,0
1680,7074,0
1827,29717,0
12,24966,0
1683,19055,0
2076,57831,0
1048,16762,1
773,17787,0
1942,6738,1
2466,57739,0
1133,26107,0
1543,7046,0
1829,25877,0
670,45055,0
936,30070,0
991,28184,1
649,1055,0
1922,50551,0
1015,27896,0
657,30814,0
422,52029,0
1213,19951,0
652,36529,0
271,47112,0
2276,34372,0
994,21278,0
389,48402,1
2107,55363,1
288,40231,0
1239,50005,0
1802,18328,0
160,29067,1
95,17171,0
295,12540,0
2396,50005,0
1633,21421,0
1203,37005,1
2491,11839,0
1632,30538,0
2564,50416,0
1688,28228,0
2538,3956,0
772,55545,0
1326,50886,0
1213,22605,0
1539,31853,0
483,12540,0
151,44760,0
140,62587,0
632,11740,0
581,27784,0
2588,58131,0
1868,46106,0
2098,20236,1
2588,40962,0
2316,52986,1
937,26796,0
736,33405,0
2554,49400,0
2513,23948,0
284,37492,0
250,191,1
1146,17214,0
2455,54977,0
1421,6070,0
732,11384,0
798,4615,0
546,7917,0
1958,38466,0
1125,12344,0
211,22542,0
19,54663,0
2211,22913,0
2278,18076,1
2126,5072,0
767,57406,0
1288,51361,0
485,48282,1
1288,33382,0
640,61686,1
1785,50474,0
1802,11983,0
82,10560,0
997,16205,0
1518,53286,0
2538,41055,0
1842,23948,0
336,31381,0
2228,48910,0
1051,24841,0
1735,22251,1
924,31474,0
1868,53780,0
228,4198,0
151,23392,0
1761,14929,0
1749,45662,0
2295,14876,0
1828,53123,0
1120,15368,1
2298,53793,0
1650,29140,1
1986,36689,0
713,9528,0
157,34869,0
730,27013,1
201,58963,0
1876,27533,1
2483,5805,0
2342,56451,0
1840,42920,0
600,2762,0
151,33230,1
272,26244,0
713,27470,0
600,21463,0
288,12676,0
2256,58484,0
2598,39695,1
1133,60846,1
2304,8482,0
1369,12273,0
899,63795,0
2344,53752,1
2140,56055,0
859,20876,0
566,39722,1
531,52292,1
66,14340,1
1840,16974,0
2500,31468,0
517,32680,1
2560,59538,0
667,38092,0
2380,468,0
1794,2245,0
840,26789,0
2064,31209,0
70,39434,0
657,35825,0
132,46004,1
1852,31322,0
1698,37800,1
1901,31343,0
542,12222,0
304,23632,1
1794,63259,0
1600,59439,0
652,45386,0
612,20602,0
1732,52821,0
1161,27113,0
1127,3034,0
1762,18023,0
417,8098,1
2538,40686,0
713,22336,0
1161,31053,0
1580,4688,0
2603,2235,0
2519,51273,0
1712,27270,1
2216,28828,1
1541,10645,1
2564,52821,0
1612,17775,0
882,45884,0
1792,50220,0
362,1283,0
2558,1319,0
19,25994,0
1909,61931,1
1807,19405,0
1840,46429,0
72,12227,1
2097,30419,0
993,4723,0
1829,44025,0
140,11250,0
847,3135,0
528,42998,0
15,45945,0
1948,33463,1
2320,21956,1
1133,43876,0
1433,6714,1
2280,27909,0
484,32167,0
182,43777,0
1292,58865,0
95,20480,0
1518,63938,0
1065,22074,0
2309,15135,0
1127,36236,0
2498,37872,1
675,33970,1
1923,34084,0
1944,41733,0
840,24285,0
961,61810,0
1773,37108,0
2343,22282,0
1429,23677,0
2185,20657,1
1821,34018,0
66,52479,1
1388,16234,1
1229,26734,0
441,12890,0
2248,53911,1
708,32830,0
86,7114,0
350,53424,0
1643,17648,0
1049,18476,0
2468,32020,0
2263,62155,0
1526,36198,0
1518,50245,0
267,22839,0
548,18057,0
1842,6326,0
1545,16240,1
2456,23243,0
1798,38179,1
2266,28831,1
326,39715,0
2310,22336,0
228,46326,0
425,6348,0
1124,35609,0
783,16272,0
1518,29061,0
2238,58902,1
2203,53001,0
105,53957,1
1408,62372,0
1049,11310,0
176,57077,0
1431,46661,0
829,1303,0
1645,22913,0
1727,2364,0
177,25510,0
659,51847,0
758,11839,0
1475,14259,0
1338,40741,0
1746,13262,0
2495,43868,0
1639,24084,0
2600,4303,1
278,39715,0
1181,31873,0
151,27827,0
988,36484,0
2375,2054,1
1288,25994,0
2562,53464,0
953,46297,0
95,1459,0
2342,27909,0
1681,31053,0
1683,44912,0
288,41015,0
1356,61593,0
1365,9111,0
1203,17976,0
95,26835,0
1307,53022,0
1999,23560,0
18,30289,0
2300,41942,0
960,63466,0
658,6795,0
2507,24504,0
842,8129,0
1793,43934,0
408,11202,0
2029,40109,0
2232,59439,0
2118,35803,0
1829,46640,0
1857,32837,1
497,24144,0
604,42983,0
268,5546,0
2562,38405,0
2297,15034,0
1316,29676,0
384,21463,1
1894,33661,1
1828,33407,0
2427,723,0
1432,8189,0
839,48864,0
2467,18337,0
911,40052,0
131,5370,0
1348,13435,0
363,52956,0
1213,4312,0
1244,34865,0
724,31300,0
1785,60387,0
1305,43350,1
1841,6551,0
139,32933,0
1125,4154,1
1850,42773,0
1024,1217,0
721,2202,0
24,43831,1
1012,62091,0
1679,38211,0
1883,49415,0
2498,3228,1
1637,37342,0
209,7518,1
2272,15065,0
1350,13968,0
604,11310,0
960,50062,0
1966,10784,1
1146,33681,0
2383,60461,0
168,50935,1
2030,40520,0
682,31493,0
1162,57864,1
1698,49970,0
2359,3341,0
2276,10535,1
56,16806,0
2517,58415,0
449,6844,0
1523,48822,0
1034,4431,0
1200,9988,0
1990,55879,1
1180,34040,0
1986,52875,0
1944,29092,0
2249,24080,0
2005,24933,0
1796,41656,0
459,35302,0
19,54355,0
2338,19371,0
562,59643,0
2564,3106,0
25,16350,1
1426,7103,0
1566,15378,0
2264,35967,0
574,6551,0
1084,38191,0
2293,54206,0
843,6386,1
375,17140,1
1200,1183,0
657,18487,0
1419,27311,0
1345,33646,1
1830,14556,0
1921,41268,0
1133,36651,0
1429,24414,0
1840,39128,0
1549,1307,0
2349,48921,0
1587,21192,0
1288,42439,0
1350,42562,0
242,3725,0
1953,3210,0
771,22839,0
2505,4493,0
202,39695,0
142,372,1
6,3930,0
1981,31960,0
772,15801,0
1213,34274,0
649,35097,0
2396,33648,0
1487,3558,0
2564,29061,0
632,40737,0
1912,40183,1
1776,23948,0
647,8806,0
1388,25134,1
325,16628,0
2070,44984,0
1282,47330,0
2280,31580,0
1049,47010,0
1200,29061,0
1200,25475,0
1899,32909,1
2300,50416,0
408,409,0
56,46297,0
457,8555,0
350,53969,0
266,22857,0
1602,58544,0
1749,46131,0
2483,18281,0
2256,26822,0
2185,35130,0
2492,34299,0
1717,806,1
2513,37494,0
1954,27198,0
781,61887,0
561,54081,0
2318,41813,0
90,47847,0
28,55490,0
1912,43294,1
1826,13713,0
1963,23065,1
1146,14364,0
44,26324,0
2500,48536,0
2349,29837,0
1439,19238,0
670,35978,0
2298,57841,0
227,11938,0
703,29138,0
2538,46131,0
631,46078,0
1443,16896,0
1131,49156,0
224,34045,0
2295,6312,0
2573,40460,0
1909,24847,1
1031,24004,1
1841,53104,0
2581,9803,1
1023,32701,0
638,17927,1
1542,36378,0
921,3306,0
1068,20020,1
238,35703,0
2269,261,0
535,5737,0
562,22024,0
604,19923,0
1435,12297,0
1033,58135,1
746,57513,0
41,47930,0
2005,10812,0
184,20160,0
2364,18817,0
1842,1766,0
1404,42920,0
2196,62412,0
2588,59823,0
2077,8714,1
643,8329,0
1439,26554,0
284,53527,0
2565,38692,0
95,35170,0
695,13508,0
384,28335,0
1829,6685,0
1775,46066,1
2338,44912,0
527,44664,0
961,6348,0
721,56125,0
1583,47315,0
645,31806,1
28,35914,0
2506,8820,0
1368,45906,0
2270,52025,0
787,39292,0
1448,29517,0
1453,57953,1
1840,41920,0
1640,27198,0
1728,57579,1
2570,22839,0
781,45923,0
649,34592,0
2521,53414,0
1947,35718,0
632,24963,0
1626,18858,0
229,62377,1
1369,18567,0
1152,12319,0
795,41615,0
1712,682,0
1212,64062,0
1193,15513,0
2558,62857,0
1549,13814,0
682,51973,0
708,18242,0
1200,61117,0
672,34650,0
234,25417,0
1762,4386,1
2578,23618,0
1085,49033,0
1268,8434,1
563,1043,0
1054,45168,0
1068,58021,0
1901,34733,0
1438,8468,1
1921,7233,0
999,5983,1
528,43474,0
284,64009,0
1491,25396,0
277,8936,0
1012,22308,0
2086,29605,1
107,41704,0
584,27267,1
661,12540,0
610,52414,0
1635,40897,0
1651,4024,1
291,45265,0
1561,11678,0
254,36734,0
277,9979,0
1752,21619,0
2208,1043,0
1158,63296,0
788,58452,0
612,13394,0
2506,38510,0
1456,43912,0
2005,6889,0
477,6348,0
1432,60799,0
272,61027,0
535,33318,0
1610,28954,0
2483,56451,0
554,37817,0
2513,59362,0
90,22722,0
1801,58036,1
420,62397,0
721,13429,0
582,8439,0
2288,40726,0
1203,2187,0
272,2219,1
1431,9299,0
1407,32099,0
2097,11165,0
329,44766,0
1607,24444,0
1129,45082,0
1560,43799,0
1000,38677,0
1407,12112,0
962,4825,0
842,44986,1
1791,58498,1
1131,44242,0
719,63403,1
562,14084,0
1812,43032,0
618,44220,0
1151,37465,1
1840,6326,0
1518,40726,0
1912,12571,0
515,4298,0
528,27082,0
2565,17164,0
1637,25664,0
2295,35760,0
2510,21479,0
141,20143,0
2538,26952,0
1883,35865,0
2359,45025,0
1443,39063,0
56,26191,0
2564,32745,0
2208,62335,0
2273,1979,1
1429,46826,0
2420,22536,0
1895,339,0
1439,44214,1
464,57667,0
56,38092,0
1288,8868,0
1747,1410,1
825,62728,0
2222,3179,0
2469,62414,0
2531,30992,0
1841,56944,0
182,39062,0
105,44365,0
1801,51514,1
791,55794,0
434,28876,1
2466,17082,0
2468,54595,0
196,57052,0
1401,32033,0
277,55342,0
1901,10637,0
189,39715,0
930,19199,0
2083,37264,0
1715,46865,0
1981,27863,0
1836,30457,0
703,34097,0
79,48134,1
1602,19883,0
1640,18988,0
506,60919,0
832,57312,1
1865,13262,0
678,50915,1
2495,59029,0
49,34920,1
1095,62823,1
1834,39391,0
1106,5042,1
903,9519,0
126,51983,0
1341,32571,0
1950,48485,1
1519,50886,0
2208,53481,0
631,19951,0
2208,39629,0
668,14634,1
996,16892,0
492,7504,0
850,30268,0
1947,31100,0
885,53977,0
1746,23207,0
1133,33392,1
2561,50687,0
1841,35151,0
2563,5159,0
2212,30937,0
1610,51023,0
1365,17701,0
2007,58117,0
534,29979,0
1659,24966,0
2226,20155,0
1640,24183,0
751,4358,0
452,63141,0
1203,10805,0
1558,61027,0
466,15242,1
6,34908,0
553,3557,1
1953,11591,0
842,44025,0
1142,63354,1
1397,63432,1
1770,54035,0
1524,55337,1
1102,31402,0
515,60606,0
2505,25637,1
2166,55313,0
1156,59480,0
2455,38944,0
288,35151,0
1829,4615,0
502,19549,0
1313,11409,0
1883,41786,0
2440,53793,0
518,62335,0
1949,55822,0
2568,8771,0
353,38677,0
772,19732,0
208,46506,0
1560,33055,0
2568,19951,0
2166,19377,0
228,1095,0
883,20441,0
2443,31468,0
1629,42755,1
1518,3106,0
1525,39918,1
307,45267,0
2050,22620,0
971,5651,0
1006,33175,0
1396,14910,1
833,58429,0
804,64013,0
2220,45662,0
628,12540,0
2564,61117,0
164,27764,1
2528,35978,0
2538,29504,0
758,55244,0
2030,45879,0
2338,41405,0
1360,9058,1
526,34018,0
2315,36620,1
1200,46175,0
1217,5209,1
1976,44226,0
282,44280,0
1214,54355,0
2564,50062,0
1109,6317,0
2403,63302,0
2538,9310,1
277,53793,0
2443,33577,0
1617,17976,0
581,41865,0
1130,63356,0
1200,46668,0
204,13121,0
2338,19423,0
1244,29184,0
947,55464,0
2431,4663,0
1383,45777,0
1229,39039,0
2432,13968,0
920,31057,1
1734,2457,1
993,49771,0
156,12731,0
2491,47928,0
1310,59133,1
20,37223,1
610,14395,1
1953,63445,0
2452,38892,0
1875,33712,0
842,36509,0
861,57406,0
177,42334,0
2568,42426,0
1082,54340,0
166,35047,1
2431,9979,0
2270,48047,0
364,53040,1
2300,25475,0
2312,35666,0
1712,20764,0
1082,18345,0
1826,5132,0
611,27426,0
194,50887,0
1591,4693,1
2363,11551,1
1350,28180,0
1610,56304,0
554,55358,0
647,60985,0
250,3822,0
56,12829,0
408,6312,0
1727,42636,0
845,35727,1
1370,59393,1
1348,54035,0
1840,56612,0
45,36172,0
849,45009,0
2402,16635,0
1578,53772,0
1082,10812,0
2359,27759,0
280,57293,0
1528,51994,1
566,24124,0
323,20396,0
2161,18794,0
497,806,0
2418,29405,0
713,5877,0
2505,30493,0
687,38046,0
1831,47521,0
1288,13394,0
60,31646,0
2359,25211,0
1944,55822,0
761,2444,0
2342,27161,0
10,10999,0
2468,60244,0
408,5805,0
95,7065,0
455,58638,0
1543,25994,1
2543,17331,0
1561,31949,0
1551,13263,1
1868,54389,1
1530,2128,0
1282,11541,0
537,64033,0
267,50887,0
349,8771,0
971,63251,0
1418,46318,1
45,18926,0
2538,6442,0
1884,23072,0
1647,17391,1
1308,18857,1
228,13424,0
291,9558,0
1265,59472,0
667,20876,0
2161,19081,0
1245,41505,1
1043,23531,0
1099,37543,0
1568,51697,1
713,61833,0
593,31335,1
1145,60308,0
1921,5551,0
903,38287,0
1425,62363,1
1875,25714,0
1912,6093,0
1954,39931,0
657,52385,0
1738,27460,1
1680,25627,0
2542,55233,0
994,48069,1
690,26049,1
2208,6343,0
1714,12344,0
595,39606,0
1138,3387,1
2570,50551,0
151,17377,0
297,13830,0
1735,31404,0
1454,17892,0
2370,38178,0
2552,19422,0
2280,34733,0
1811,32795,0
1362,57831,0
1700,7089,0
2506,43919,0
1636,16242,0
1229,1274,0
399,42215,0
2330,25433,0
2336,58021,0
40,29762,0
404,51653,0
832,35703,1
1616,58600,0
360,18611,1
1925,37488,0
974,10695,0
399,2977,0
2330,35760,0
707,5087,0
2513,39128,0
859,47087,0
2420,17387,0
673,38353,1
1082,52875,0
1239,20764,0
2001,38579,0
2310,63588,0
703,33580,0
1435,24116,0
1409,11204,1
386,59342,1
182,8936,0
1156,25741,0
1852,4443,0
1133,48702,0
2330,29815,0
1419,5837,0
562,47615,0
1543,43525,0
2188,23783,0
2208,60063,0
1405,61422,0
254,19423,0
2498,56291,0
1133,19281,0
1555,28296,1
716,42742,0
1981,39694,0
1127,52385,0
2295,10951,0
1827,6348,0
938,21340,0
19,54367,0
146,58147,0
1938,26578,1
1794,2706,0
1239,41678,0
291,2977,0
90,19307,0
1975,62483,0
614,6044,0
1270,32614,0
399,2569,0
254,47615,0
492,9644,0
2343,57158,0
1816,28024,0
41,62233,0
614,58663,0
832,33342,0
2370,39708,0
2468,21635,0
2320,261,1
1200,50062,0
2564,61304,0
784,7510,0
1821,38338,0
2113,30287,0
1845,12097,0
784,36628,0
859,21454,0
1990,63465,1
1049,34408,0
141,14825,1
2232,29605,0
1534,12241,1
632,33175,0
781,15206,0
1591,20733,0
470,339,0
1700,39437,0
1105,13738,0
1635,41656,0
2420,38922,0
1841,51481,0
2101,23079,0
1841,58317,0
2490,11180,1
2575,46640,0
393,61810,0
1829,9979,0
1816,34408,0
2608,3822,0
17,44402,1
224,11014,0
1807,49477,1
773,39813,0
95,33576,0
1297,39141,0
1180,51916,0
1816,11329,0
512,25463,0
505,41972,0
2444,2954,0
3,33904,0
1746,12319,0
1037,24364,1
2058,31220,1
95,42476,0
949,57499,0
961,43210,0
1244,8936,0
1981,45909,0
1012,24994,0
208,15795,0
2588,59751,0
1468,26801,0
921,3143,1
1645,51185,0
441,15199,0
169,25469,0
1938,28022,0
95,47315,0
1707,28069,1
1769,45163,0
2568,36651,0
562,42022,0
1771,33213,0
1200,18264,0
1792,60345,0
2359,51126,0
2288,22136,0
703,55856,0
176,27597,0
1409,16969,1
2125,38390,0
1612,43035,0
1901,14605,0
1827,57406,0
758,32114,0
1431,11019,0
506,31232,0
1240,51297,1
1709,41718,1
1749,36691,0
2300,18476,0
1829,35130,0
1683,6409,0
2342,31468,0
1979,47720,1
156,9426,0
2056,61069,1
1544,45125,0
2370,18229,0
2310,9513,0
472,19232,0
1894,36528,1
2102,17431,0
1467,26746,0
2528,51928,0
1728,49872,0
399,9986,0
1904,38863,1
2595,42389,0
1172,52678,1
1920,42562,0
1526,44519,0
1640,19238,0
176,51717,0
1855,44812,0
1071,17301,1
537,34639,0
1554,49524,0
1288,60614,0
2125,16392,0
104,16892,0
1792,15201,0
2564,25595,0
1034,38780,0
1431,38759,0
218,9658,1
1659,50108,0
2428,18926,0
2506,22562,0
2342,49692,0
2138,42143,1
1671,4305,0
1049,12466,0
1416,53493,0
1923,18031,1
288,30120,0
1397,33962,0
2249,28621,0
393,5278,0
288,5087,0
1692,45082,0
300,19965,1
2275,3260,0
535,47759,0
788,1580,0
2030,21668,0
1841,51343,0
204,33405,0
1944,22340,0
2568,43739,0
95,4376,0
2565,40686,0
406,17124,1
399,18910,0
993,53123,0
1785,57831,0
1794,61304,0
1680,4961,0
2300,24092,0
1594,35666,0
95,3953,0
2554,17562,0
684,55402,1
2564,22136,0
904,32302,1
1108,56225,1
1439,23531,0
1459,28743,0
2505,33081,0
1829,48864,0
1969,39822,1
1541,51419,1
2272,41733,0
1741,45111,0
1746,41515,0
1502,21733,1
2330,37915,0
2424,60042,1
1828,21619,0
95,22605,1
2239,52807,1
1701,56597,1
764,32500,1
952,24171,1
2300,19923,0
1368,57134,1
1307,12240,0
657,59307,0
1826,19720,0
1635,16499,0
720,53354,0
963,31921,1
1632,45304,0
1953,43415,0
1049,49051,0
2030,47913,0
229,43607,0
506,43432,0
433,34382,0
758,59307,0
514,12890,1
2161,17066,0
2208,27470,0
675,39384,0
1308,10146,1
1290,19414,1
1995,13,1
1392,31146,0
155,33904,0
1124,3716,0
757,13583,1
2420,12829,0
749,34961,0
1867,3968,0
1703,32825,0
997,17313,0
1156,14953,0
227,6561,0
1913,22890,0
703,55639,0
2161,54340,0
1720,4884,1
1147,57457,1
772,324,0
1981,48163,0
472,40006,1
632,51174,0
2574,9988,0
659,15491,0
1701,36759,0
1986,50220,0
1663,46967,0
1953,34825,0
72,17785,0
40,59561,0
378,33724,1
554,57675,0
1840,45703,0
1397,35778,0
1327,27444,0
1865,50575,0
2125,6688,0
927,5079,0
228,44425,0
1826,25974,0
758,33801,0
2568,39185,0
1979,51743,0
1314,21960,0
1332,8517,0
2537,4263,0
2515,7397,0
229,33788,0
1456,8206,0
867,42204,1
563,39846,0
2479,30326,1
2113,23036,0
2565,43422,0
729,28509,1
1821,26096,0
1068,62155,0
1451,23335,1
1775,58477,0
104,19080,0
594,7006,0
732,13830,1
1212,53327,0
153,5838,0
1655,43293,1
322,9291,1
1678,50094,1
1785,38251,0
1742,14334,0
1439,35251,0
709,55424,1
542,14984,0
1659,34586,0
2455,37532,0
1709,55543,0
1712,11426,0
519,53098,0
1724,24004,0
248,5152,1
2396,16906,0
1875,4514,0
1023,29360,0
2568,30305,0
2538,28959,0
1656,58477,0
1236,35409,0
671,34252,0
1024,42272,0
1714,19199,1
162,44276,0
566,53111,0
1926,50005,0
58,56656,0
2505,6141,0
2075,58497,0
797,26305,0
812,25469,0
207,49923,0
1749,46479,0
1981,19371,0
74,21924,0
2455,27781,0
648,46324,0
1883,57454,0
1383,58772,0
632,24018,0
2021,23137,1
2380,13262,0
1007,14652,0
1203,28698,0
2580,34641,1
971,57777,0
70,19115,0
1447,44542,0
1671,31133,0
557,30190,1
1000,42156,0
615,50575,0
696,26380,0
1390,12627,1
1012,22071,0
406,28088,0
320,12731,0
687,63795,0
1840,35023,0
2562,48681,0
2553,17038,0
1411,4311,0
212,61582,0
1469,52155,0
642,57253,0
2295,42797,0
1161,58077,0
2564,41942,0
1944,59362,0
1258,10167,0
2370,26879,1
293,17810,0
462,3825,0
1229,44056,1
1583,47874,0
1683,9565,0
2432,31960,0
554,61808,0
636,58687,1
2342,28097,0
1481,29456,0
1589,49066,1
1849,48279,0
781,12109,0
657,56612,0
2184,44376,0
1973,14676,1
1953,29603,0
1029,5088,1
861,32584,0
2420,18285,0
628,38677,0
1741,35088,0
807,57488,0
526,54237,0
1953,36140,0
1200,56907,0
1887,27806,0
2256,61633,0
839,37039,0
2295,37381,0
2288,56760,0
2558,9154,0
606,14191,0
1512,33669,0
581,7548,0
736,37080,0
132,28758,1
78,3858,0
1617,19590,0
1288,44561,0
2255,17648,0
1726,22188,1
2196,26044,0
153,15622,0
1714,31615,0
1953,57159,0
1588,30318,1
944,15307,0
1529,53286,0
431,58040,0
1710,55072,0
1062,44090,1
178,30287,0
837,10171,0
1966,1544,1
277,25283,0
1961,48864,0
859,38092,0
1518,30082,0
160,53970,0
1829,37494,0
2288,43737,0
1414,52634,1
2204,40102,0
1049,32309,0
1385,30919,0
1049,6560,1
1500,56310,1
1633,5172,0
2275,58021,1
1392,52706,1
2220,29825,0
288,6551,1
734,53354,0
2005,54237,0
1012,8939,0
1200,6890,0
2261,59648,1
1447,39926,0
712,14814,1
588,2938,1
2416,60012,0
1581,46628,1
2368,40183,0
789,38148,1
1913,54035,0
1562,55500,0
1637,33625,0
1875,40492,0
848,4519,0
1342,16776,0
1418,49990,0
218,56037,0
2086,44375,0
2537,256,0
297,38995,0
329,29979,0
1455,63381,1
1920,51065,0
1704,61119,0
2188,32188,0
1640,52263,0
2030,41362,0
2212,21032,1
1145,3128,0
2552,44912,0
2270,27759,0
2310,39606,0
1127,61117,0
1400,61774,0
2558,9473,0
122,34045,0
544,30753,0
1515,23709,1
677,2835,0
1873,46745,0
677,24733,0
1826,5491,0
2220,46921,0
2452,3083,0
1737,58261,0
1885,41460,0
1079,32313,0
1023,56745,0
2423,31960,0
1975,4262,0
1238,13843,1
2564,22975,0
1883,35666,0
813,40239,0
113,16964,1
204,36278,0
422,21087,1
1230,25907,1
667,31493,0
882,17062,0
6,43952,0
1745,15757,0
1296,28491,0
1737,62578,0
998,28595,0
98,49356,1
1656,5702,0
772,50720,0
1129,49363,1
1944,20657,0
16,4577,0
1594,16923,0
1518,34435,0
106,24811,1
1821,46131,0
1012,50901,0
1444,13833,0
640,51676,0
1038,30098,0
2295,409,0
211,3053,0
510,57750,0
426,47175,1
1082,61833,0
1819,28303,0
506,62414,0
753,8555,0
1088,41769,1
1350,56256,0
917,5930,1
612,51985,0
758,37487,0
2556,17154,1
271,16650,0
1414,57091,1
1832,31092,1
1807,33101,1
2370,53615,0
1741,8795,0
363,48824,0
612,64215,0
807,11215,0
1650,61833,0
1749,55684,0
1296,45137,0
2600,8255,0
2605,9858,0
2022,14608,0
19,33576,0
1419,31404,1
2137,44742,0
2480,46437,1
2295,5805,0
2286,7272,0
1350,19222,0
169,33904,0
1954,60370,1
1922,29717,0
169,43210,0
2513,18780,0
1640,30895,0
1566,4431,0
1518,24018,0
1891,56808,1
1342,26019,0
151,8802,0
1176,23312,0
990,29657,0
797,27863,0
2401,44167,0
2380,35339,0
394,60337,0
2280,8559,0
2500,10951,0
1308,52763,0
2314,8593,0
1842,25877,0
2256,29569,0
812,22839,0
1953,33353,0
898,31828,1
229,36529,0
1456,35609,0
180,63938,0
790,59081,0
1145,1142,0
1004,6070,0
1767,36751,1
1601,63492,1
657,23948,0
408,59751,0
2113,9986,0
1105,29825,0
2208,37548,0
703,55410,0
1829,9942,0
1802,38944,0
